Accession no.,Title,Object type,Artist,Date,Department,Culture,Materials,Technique,Dimensions,Credit line,Location,Credit,Image
1916.1721,"""Waistcoat"" Cuirass (Combined Breast and Backplates)",Arms and Armor,,c. 1580,Medieval Art,"North Italy, 16th century",,Steel; brass rivets simulating buttons,Overall: 47.6 x 29.6 x 25.7 cm (18 3/4 x 11 5/8 x 10 1/8 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1721/1916.1721_web.jpg
1916.29,Gothic Breastplate,Arms and Armor,,c. 1485,Medieval Art,South Germany or Austria,,steel,Overall: 50.5 x 35.8 x 15.8 cm (19 7/8 x 14 1/8 x 6 1/4 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.29/1916.29_web.jpg
1916.672,Wheel-Lock Hunting Pistol,Arms and Armor,,1578,Medieval Art,"South Germany, 16th century",,"steel, walnut stock with engraved stag horn; ball butt",Overall: 54.6 cm (21 1/2 in.); Barrel: 31.8 cm (12 1/2 in.); Bore: 1.4 cm (9/16 in.),Gift of Mr. and Mrs. John L. Severance,210B Firearms,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.672/1916.672_web.jpg
1916.696,"Basket-Hilt Broadsword (""Mortuary Sword"")",Arms and Armor,,hilt: c. 1640–50; blade: 1700s,Medieval Art,"Hilt: England; Blade: Germany, Solingen (?), Hilt: 17th Century; Blade: 18th Century",,"steel, chiseled; inlaid gilt- silver foil; wood and wire grip",Overall: 101.6 cm (40 in.); Blade: 85.2 cm (33 9/16 in.); Hilt: 13 cm (5 1/8 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.696/1916.696_web.jpg
1916.704,Parade Sword,Arms and Armor,,c. 1500–1525,Medieval Art,"Italy, Ferrara, early 16th Century",,"steel, etched and gilded",Overall: 101.9 cm (40 1/8 in.); Blade: 85.4 cm (33 5/8 in.); Quillions: 17.5 cm (6 7/8 in.); Grip: 11.1 cm (4 3/8 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.704/1916.704_web.jpg
1923.97,Head of Buddha,Sculpture,,c. 570,Chinese Art,"China, Hebei province, northern Xiangtangshan caves, South cave, Northern Qi dynasty (550-577)",,limestone,Overall: 62.2 x 54.6 cm (24 1/2 x 21 1/2 in.),Gift of C. T. Loo,241C Chinese Buddhist Sculptures,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1923.97/1923.97_web.jpg
1924.259,Geometric Pitcher: Swans,Ceramic,Swan Painter,c. 740–730 BCE,Greek and Roman Art,"Greek, Attic",,ceramic,Overall: 36.2 cm (14 1/4 in.),Dudley P. Allen Fund,102B Greek,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1924.259/1924.259_web.jpg
1925.161,"Portrait Head of a Woman, Probably the Empress Faustina Minor",Sculpture,,c. 165 CE,Greek and Roman Art,"Italy, Roman",,marble,Overall: 25.4 cm (10 in.),Purchase from the J. H. Wade Fund,103 Roman,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1925.161/1925.161_web.jpg
1928.861,Guardian Griffin (pair),Sculpture,,1150–1175,Medieval Art,"Northern Italy, Emilia, 12th century",,"pink limestone (called ""Verona Marble"")",Overall: 75.9 x 50.2 x 120.7 cm (29 7/8 x 19 3/4 x 47 1/2 in.),Gift of the John Huntington Art and Polytechnic Trust,106B Romanesque & Gothic Sculpture,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1928.861/1928.861_web.jpg
1943.55,Plate Depicting Christ’s Passion,Ceramic,Painter of the Royal Procession,c. 1510,Decorative Art and Design,"Italy, Florentine region, Cafaggiolo",,tin-glazed earthenware (maiolica),Diameter: 29.2 cm (11 1/2 in.),Purchase from the J. H. Wade Fund,118 Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1943.55/1943.55_web.jpg
1952.259,Mirror with Engraved Scene: Thesan and Memnun (Eos and Memnon),Metalwork,,c. 470–460 BCE,Greek and Roman Art,Etruscan,,bronze,Diameter: 14.4 cm (5 11/16 in.); Overall: 19.8 cm (7 13/16 in.),Purchase from the J. H. Wade Fund,102D Pre-Roman,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1952.259/1952.259_web.jpg
1958.92,Cameo: Head of a Woman,Jewelry,,1–100 CE,Greek and Roman Art,"Italy, Roman",,amethyst,Overall: 4.6 cm (1 13/16 in.),Bequest of Leonard C. Hanna Jr.,103 Roman,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1958.92/1958.92_web.jpg
1963.257,Votive Pin with Decorated Disc,Metalwork,,800–600 BCE,Egyptian and Ancient Near Eastern Art,"Iran, Luristan",,"silver, repoussé and incised",Overall: 35.1 x 15.9 x 1.7 cm (13 13/16 x 6 1/4 x 11/16 in.),James Parmelee Fund,102A Ancient Near East,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1963.257/1963.257_web.jpg
1965.78,Siana Cup (Black-Figure Kylix [Drinking Cup]): Horseman and Warriors,Ceramic,,575–550 BCE,Greek and Roman Art,"Greek, Attic",,ceramic,Diameter: 26.8 cm (10 9/16 in.); Overall: 14.1 cm (5 9/16 in.),Gift of Edgar A. Hahn,102B Greek,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1965.78/1965.78_web.jpg
1966.233,Potpourri Vase with Cover,Ceramic,Mennecy Factory — Vincennes Porcelain Factory,c. 1750,Decorative Art and Design,"France, Vincennes",,soft-paste porcelain,Overall: 17.2 x 15.9 x 10.5 cm (6 3/4 x 6 1/4 x 4 1/8 in.),The Norweb Collection,216A French and German,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.233/1966.233_web.jpg
1996.27,Durga as the Slayer of the Buffalo Demon,Sculpture,,900s,Indian and Southeast Asian Art,"Cambodia, probably Koh Ker",,bronze,Overall: 52 x 18.4 x 12.5 cm (20 1/2 x 7 1/4 x 4 15/16 in.); without tang: 44.8 cm (17 5/8 in.),John L. Severance Fund,244 Indian and Southeast Asian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1996.27/1996.27_web.jpg
1998.173,Statuette of a Horse,Sculpture,,750–700 BCE,Greek and Roman Art,"Greek, Geometric, probably Corinthian",,bronze,Overall: 11.5 x 10 x 2.6 cm (4 1/2 x 3 15/16 x 1 in.),John L. Severance Fund,102B Greek,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1998.173/1998.173_web.jpg
2003.6.5,"Clio, Muse of History",Painting,Charles Meynier,1800,Modern European Painting and Sculpture,"France, late 18th-early 19th century",,oil on canvas,Framed: 290 x 192.4 x 7 cm (114 3/16 x 75 3/4 x 2 3/4 in.); Unframed: 273 x 176 cm (107 1/2 x 69 5/16 in.),Severance and Greta Millikin Purchase Fund,001A ArtLens Exhibition,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2003.6.5/2003.6.5_web.jpg
1953.637,Initial E from a Municipal Law Book: The Last Judgment,Manuscript,,c. 1330,Medieval Art,"Germany, Regensburg",,"ink, tempera, and gold on parchment",Sheet: 21.3 x 18.2 cm (8 3/8 x 7 3/16 in.),Purchase from the J. H. Wade Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1953.637/1953.637_web.jpg
1930.741,Book-Shaped Reliquary,Metalwork,The Master of the Registrum Gregorii,c. 1000,Medieval Art,"Ivory:  Ottonian, Lorrain; Frame: Germany, Lower Saxony, Brunswick, Gothic period, 14th century",,"ivory, silver: gilded, pearls, rubies, emeralds, crystals, onyx, carnelian, oak",Overall: 31.6 x 24.4 x 7.5 cm (12 7/16 x 9 5/8 x 2 15/16 in.); Part 1: 17.8 x 14 cm (7 x 5 1/2 in.),Gift of the John Huntington Art and Polytechnic Trust,106C Medieval Treasury,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1930.741/1930.741_web.jpg
1962.36,St. Francis Kneeling before Christ on the Cross,Painting,Sassetta,1437–1444,Medieval Art,"Italy, 15th century",,tempera and gold on wood,Framed: 91 x 46.5 x 4.5 cm (35 13/16 x 18 5/16 x 1 3/4 in.); Unframed: 81 x 40.2 cm (31 7/8 x 15 13/16 in.),Mr. and Mrs. William H. Marlatt Fund,100 1916 Lobby,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1962.36/1962.36_web.jpg
1961.262,"Saint-Mammès, Loing Canal",Painting,Alfred Sisley,1885,Modern European Painting and Sculpture,"France, 19th century",,oil on fabric,Unframed: 46.6 x 55.8 cm (18 3/8 x 21 15/16 in.),Gift of Mr. and Mrs. Lewis B. Williams from The Blair Trust,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1961.262/1961.262_web.jpg
1983.89,"Jacques Dumont, called Le Romain",Drawing,Maurice Quentin de La Tour,c. 1742,Drawings,"France, 18th century",blue laid paper (partially faded to brown-green),black and white chalk with pastel,Sheet: 30.8 x 20.8 cm (12 1/8 x 8 3/16 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1983.89/1983.89_web.jpg
1982.57,Wardrobe (Kast),Furniture and woodwork,,c. 1625–50,Decorative Art and Design,"Netherlands, Holland",,oak with ebony and rosewood veneers,Overall: 244.5 x 224.3 x 85.2 cm (96 1/4 x 88 5/16 x 33 9/16 in.),Purchase from the J. H. Wade Fund,213 Dutch Painting,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1982.57/1982.57_web.jpg
1927.344.2,"The Marsh Flower, a Sad Human Head",Print,Odilon Redon — Lemercier & Cie.,1885,Prints,"France, 19th century",China paper — wove paper,lithograph on China paper laid on wove paper,Image: 27.5 x 20.5 cm (10 13/16 x 8 1/16 in.),Gift of The Print Club of Cleveland,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1927.344.2/1927.344.2_web.jpg
1966.413.2,"Below, I Saw the Vaporous Contours of a Human Form",Print,Odilon Redon — Auguste Clot,1896,Prints,"France, late 19th Century",China paper — wove paper,lithograph on China paper laid on wove paper,Image: 25.3 x 18.1 cm (9 15/16 x 7 1/8 in.); Sheet: 44.9 x 31.2 cm (17 11/16 x 12 5/16 in.),Gift of The Print Club of Cleveland,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.413.2/1966.413.2_web.jpg
1966.413.4,He Fixed His Eyes on Me with an Expression That Was So Strange,Print,Odilon Redon — Auguste Clot,1896,Prints,"France, late 19th Century",China paper — wove paper,lithograph on China paper laid on wove paper,Image: 22.8 x 15.3 cm (9 x 6 in.); Sheet: 44.9 x 31.6 cm (17 11/16 x 12 7/16 in.),Gift of The Print Club of Cleveland,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.413.4/1966.413.4_web.jpg
1966.413.5,"To All Appearances, It Was a Hand of Flesh and Blood Just Like My Own",Print,Odilon Redon — Auguste Clot,1896,Prints,"France, late 19th Century",China paper — wove paper,lithograph on China paper laid on wove paper,Image: 24.5 x 17.8 cm (9 5/8 x 7 in.); Sheet: 24.8 x 31.3 cm (9 3/4 x 12 5/16 in.),Gift of The Print Club of Cleveland,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.413.5/1966.413.5_web.jpg
1931.451,"Shri Raga, from a Ragamala",Painting,,c. 1695,Indian and Southeast Asian Art,"Northwestern India, Rajasthan, Rajput Kingdom of Mewar",,Gum tempera and gold on paper,Image: 34.4 x 22.5 cm (13 9/16 x 8 7/8 in.); Overall: 38 x 25 cm (14 15/16 x 9 13/16 in.),Edward L. Whittemore Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1931.451/1931.451_web.jpg
1978.67,Garden for Solitary Enjoyment,Painting,Qiu Ying,1515–52,Chinese Art,"China, Ming dynasty (1368–1644)",,Handscroll; ink and light color on silk,Painting: 28 x 518.5 cm (11 x 204 1/8 in.); Overall: 32 x 1290.2 cm (12 5/8 x 507 15/16 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1978.67/1978.67_web.jpg
1914.648,Squat Jar with Lug Handles,Vessels,,2950–2573 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, Early Dynastic (2950–2647 BCE), Dynasties 1–3",,pegmatitic hornblende diorite,Diameter: 21.1 cm (8 5/16 in.); Diameter of mouth: 8.3 cm (3 1/4 in.); Overall: 13 cm (5 1/8 in.); Diameter of mouth without rim: 8.3 cm (3 1/4 in.),Gift of the John Huntington Art and Polytechnic Trust,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1914.648/1914.648_web.jpg
1914.662,Bust of Ankh-Hor,Sculpture,,525–404 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, Late period (715–332 BCE), Dynasty 27",,basalt,Overall: 21.5 x 15 cm (8 7/16 x 5 7/8 in.),Gift of the John Huntington Art and Polytechnic Trust,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1914.662/1914.662_web.jpg
1914.714.a,Coffin of Nesykhonsu,Funerary Equipment,,c. 976–889 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, Thebes, Third Intermediate (1069–715 BCE), Dynasties 21–22",,gessoed and painted sycamore fig,Overall: 70 cm (27 9/16 in.),Gift of the John Huntington Art and Polytechnic Trust,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1914.714.a/1914.714.a_web.jpg
1914.714.b,Coffin of Nesykhonsu (lid),Funerary Equipment,,c. 976–889 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, Third Intermediate (1069–715 BCE), Dynasties 21–22",,gessoed and painted sycamore fig,Overall: 211 cm (83 1/16 in.),Gift of the John Huntington Art and Polytechnic Trust,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1914.714.b/1914.714.b_web.jpg
1916.1542,Halberd,Arms and Armor,,c. 1550,Medieval Art,Germany,pierced with trefoils,"steel, with pierced trefoils; wood haft (rectangular with planed corners)",Overall: 200.7 cm (79 in.); Blade: 25.4 cm (10 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1542/1916.1542_web.jpg
1916.1556,Halberd,Arms and Armor,,c. 1480–1500,Medieval Art,Switzerland,three incised marks grouped on one side,steel; wood haft (rectangular with planed corners),Overall: 205.7 cm (81 in.); Blade: 20.3 cm (8 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1556/1916.1556_web.jpg
1916.1561,Halberd,Arms and Armor,,c. 1500–1525,Medieval Art,Germany (?),,"steel, quatrefoil piercing; wood haft (rectangular with planed corners)",Overall: 217.4 cm (85 9/16 in.); Blade: 21.9 cm (8 5/8 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1561/1916.1561_web.jpg
1916.1564,Halberd,Arms and Armor,,c. 1520,Medieval Art,Germany,pierced quatrefoil,"steel, pierced quatrefoil; rectangular wood haft with planed corners",Overall: 182.3 cm (71 3/4 in.); Blade: 24.2 cm (9 1/2 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1564/1916.1564_web.jpg
1916.1797,Halberd,Arms and Armor,,c. 1600–25,Medieval Art,"France, early 17th century",,"steel, pierced; appliqué masks in brass; octagonal wood haft with studs and leather straps",Overall: 239 cm (94 1/8 in.); Blade: 48 cm (18 7/8 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1797/1916.1797_web.jpg
1916.658,Finger Ring with Frog,Jewelry,,c. 1353–1337 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, New Kingdom (1540–1069 BCE), Dynasty 18, reign of Akhenaten (1351–1334 BCE)",,gold,Diameter: 2.3 cm (7/8 in.); Overall: 1.3 cm (1/2 in.),Gift of Mr. and Mrs. J. H. Wade,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.658/1916.658_web.jpg
1942.625,Plate with Arms of the Pucci Family,Ceramic,Francesco Xanto Avelli,1532,Decorative Art and Design,"Italy, Urbino",,tin-glazed earthenware (maiolica),Diameter: 3.2 x 19.4 cm (1 1/4 x 7 5/8 in.),Bequest of John L. Severance,118 Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.625/1942.625_web.jpg
1944.236,Mosque Lamp,Ceramic,,1585–95,Islamic Art,"Turkey, Iznik, Ottoman period (1299–1922)",,Fritware with underglaze design,Overall: 28.4 x 19.5 cm (11 3/16 x 7 11/16 in.); Diameter of rim: 17 cm (6 11/16 in.),Purchase from the J. H. Wade Fund,116 Islamic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1944.236/1944.236_web.jpg
1944.472,Mantel,Furniture and woodwork,Inigo Jones — William Kent,c. 1730,Decorative Art and Design,"England, 18th century",,marble,Overall: 153.7 x 204.4 cm (60 1/2 x 80 1/2 in.),Elisabeth Severance Prentiss Fund,203A British Painting and Decorative Arts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1944.472/1944.472_web.jpg
1954.149,Heraldic Panel with Arms of Lichtenfels and a Unicorn Hunt,Glass,,c. 1515,Decorative Art and Design,"Germany or Switzerland, 16th century",,white glass with silver stain and pot metal,Overall: 39.1 x 28.9 cm (15 3/8 x 11 3/8 in.),Purchase from the J. H. Wade Fund,114 Late Northern Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1954.149/1954.149_web.jpg
1961.87,Prayer Nut with Scenes from the Life of St. James the Greater,Sculpture,Adam Dircksz — Workshop,c. 1500–1530,Medieval Art,Northern Netherlands (Holland),,boxwood,Overall: 5.8 x 4.8 cm (2 5/16 x 1 7/8 in.),Purchase from the J. H. Wade Fund,112 Northern Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1961.87/1961.87_web.jpg
1966.500.6,Cake Basket,Miscellaneous,Feodor Ivanovich Rückert — House of Fabergé,1887–96,Decorative Art and Design,"Russia, St. Petersburg",,"silver gilt, opaque cloisonné enamel",Overall: 7.7 x 22.4 x 17.5 cm (3 1/16 x 8 13/16 x 6 7/8 in.),The India Early Minshall Collection,211 Fabergé,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.500.6/1966.500.6_web.jpg
1966.500.7,Creamer,Miscellaneous,Feodor Ivanovich Rückert — House of Fabergé,1887–96,Decorative Art and Design,"Russia, St. Petersburg",,"silver gilt, opaque cloisonné enamel",Overall: 9.9 x 9.9 x 7.4 cm (3 7/8 x 3 7/8 x 2 15/16 in.),The India Early Minshall Collection,211 Fabergé,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.500.7/1966.500.7_web.jpg
1966.500.8,Tea Strainer,Miscellaneous,Feodor Ivanovich Rückert — House of Fabergé,1887–96,Decorative Art and Design,"Russia, St. Petersburg",,"silver gilt, opaque cloisonné enamel",Overall: 17.2 x 5.9 cm (6 3/4 x 2 5/16 in.),The India Early Minshall Collection,211 Fabergé,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.500.8/1966.500.8_web.jpg
1969.286,Hookah Base,Glass,,early 1700s,Indian and Southeast Asian Art,"India, Mughal Dynasty (1526-1756)",,Glass with colored enamel and gilding,Overall: 17.8 cm (7 in.),The Norweb Collection,116 Islamic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1969.286/1969.286_web.jpg
1975.151,Mask (Omono or Tana Wurum Bogoro),Mask,,early 1900s,African Art,"Africa, West Africa, Mali, Dogon-style blacksmith-carver",,Wood and paint,Overall: 91.5 cm (36 in.),Gift of Katherine C. White,108A African,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1975.151/1975.151_web.jpg
1977.166,Stemless Kylix,Metalwork,,c. 200s BCE,Greek and Roman Art,Greece,,silver,Diameter: 15 cm (5 7/8 in.); Overall: 6.1 x 18.2 cm (2 3/8 x 7 3/16 in.),Gift of Mr. and Mrs. Max Ratner,102C Greek,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1977.166/1977.166_web.jpg
